date,forecast_qty_total,forecast_qty_total_lower,forecast_qty_total_upper,sku_id
2025-01-01,4.018659914392803,1.2157857472702553,7.084002514575681,46303948414
2025-01-02,4.038660426893334,0.9137920721378917,7.043336159601848,46303948414
2025-01-03,4.0586609393938655,0.927022713560102,6.771265569277186,46303948414
2025-01-04,4.078661451894398,0.9367028533924836,6.815004335216767,46303948414
2025-01-05,4.098661964394928,1.1871153771410743,6.81087793690626,46303948414
2025-01-06,4.1186624768954605,1.2719600202957708,7.252615336631577,46303948414
2025-01-07,4.138662989395992,0.9899938082323497,7.068155310590547,46303948414
2025-01-08,4.158663501896523,1.4930960333701186,7.378132199313625,46303948414
2025-01-09,4.178664014397055,1.3629003926174228,7.31132611316898,46303948414
2025-01-10,4.198664526897586,1.3596810350081927,7.119940068858195,46303948414
2025-01-11,4.218665039398117,1.0010154142021819,7.3086352669771015,46303948414
2025-01-12,4.238665551898649,1.1650592418423786,7.3184863415093915,46303948414
2025-01-13,4.25866606439918,1.2644977034317844,7.222643849831155,46303948414
2025-01-14,4.278666576899711,1.2227462308471166,7.351813690017259,46303948414
2025-01-15,4.298667089400243,1.2928619332938884,7.429877604200145,46303948414
2025-01-16,4.318667601900774,1.0755269867988024,7.439627353831714,46303948414
2025-01-17,4.3386681144013055,1.6196515733029058,7.267508040556804,46303948414
2025-01-18,4.358668626901837,1.3904950648015784,7.350033481914153,46303948414
2025-01-19,4.378669139402369,1.341520881530981,7.4876817530051385,46303948414
2025-01-20,4.3986696519029,1.2894776207276284,7.51264020047372,46303948414
2025-01-21,4.418670164403432,1.430842013820677,7.346750975932176,46303948414
2025-01-22,4.438670676903962,1.6529864041269575,7.464173259365139,46303948414
2025-01-23,4.458671189404495,1.349513223288514,7.503154088835544,46303948414
2025-01-24,4.478671701905026,1.3993852956413844,7.525746048511106,46303948414
2025-01-25,4.498672214405557,1.8067082256400127,7.524877325215178,46303948414
2025-01-26,4.518672726906089,1.5397379738702894,7.32774506208502,46303948414
2025-01-27,4.53867323940662,1.72977416900426,7.66383033195434,46303948414
2024-12-17,7.714272166685397,7.714272165881093,7.7142721673877475,46308044959
2024-12-18,8.428557166762566,8.428557165921097,8.428557167623469,46308044959
2024-12-19,9.142842166839738,9.142842165791016,9.142842167976285,46308044959
2024-12-20,9.85712716691691,9.857127164675797,9.857127169324677,46308044959
2024-12-21,10.57141216699408,10.571412162788256,10.571412171237833,46308044959
2024-12-22,11.285697167071252,11.285697159881211,11.285697175017322,46308044959
2024-12-23,11.99998216714842,11.999982153855425,11.99998217860918,46308044959
2024-12-24,12.714267167225593,12.71426714859505,12.71426718450597,46308044959
2024-12-25,13.428552167302762,13.42855214358984,13.428552191068427,46308044959
2024-12-26,14.14283716737993,14.142837137292506,14.142837195668065,46308044959
2024-12-27,14.857122167457103,14.857122130506097,14.857122202639424,46308044959
2024-12-28,15.571407167534275,15.57140712355587,15.571407210545463,46308044959
2024-12-29,16.285692167611444,16.285692116998124,16.285692217999387,46308044959
2024-12-30,16.999977167688613,16.99997711094012,16.999977224908903,46308044959
2024-12-31,17.714262167765785,17.714262103818026,17.71426223350211,46308044959
2025-01-01,18.428547167842954,18.428547096612295,18.428547243405344,46308044959
2025-01-02,19.142832167920126,19.142832090983454,19.142832253878474,46308044959
2025-01-03,19.857117167997295,19.8571170845448,19.857117263627746,46308044959
2025-01-04,20.571402168074467,20.571402075605178,20.571402273009934,46308044959
2025-01-05,21.285687168151632,21.285687067351606,21.285687283403902,46308044959
2025-01-06,21.999972168228805,21.999972058576436,21.999972293098914,46308044959
2025-01-07,22.714257168305984,22.714257051835943,22.71425730219521,46308044959
2025-01-08,23.428542168383146,23.428542044281436,23.428542315151745,46308044959
2025-01-09,24.14282716846032,24.142827034275832,24.142827328133443,46308044959
2025-01-10,24.85711216853749,24.857112027751054,24.8571123396077,46308044959
2025-01-11,25.57139716861466,25.57139701739163,25.571397351363796,46308044959
2025-01-12,26.285682168691828,26.285682005014067,26.285682363336793,46308044959
2025-01-13,26.999967168768997,26.999966995048716,26.999967370665285,46308044959
2024-12-24,2.2106782424648124,1.609523877537632,2.8172111602870658,46310250952
2024-12-25,2.4867677651325204,1.8709277068636443,3.148379560629872,46310250952
2024-12-26,2.7628572878002275,2.1229570670038433,3.390864010934043,46310250952
2024-12-27,3.0389468104679356,2.4579276076220338,3.6580903794671986,46310250952
2024-12-28,3.3150363331356436,2.723253943015082,3.932884359710335,46310250952
2024-12-29,3.5911258558033516,2.9935529829888115,4.197743036814367,46310250952
2024-12-30,3.867215378471059,3.2803419466309416,4.4504314895698025,46310250952
2024-12-31,4.143304901138767,3.5902844108142657,4.743781763642902,46310250952
2025-01-01,4.419394423806477,3.8000357683053085,5.03992075443525,46310250952
2025-01-02,4.695483946474184,4.113911846049425,5.304519296511305,46310250952
2025-01-03,4.971573469141891,4.350464841968852,5.561244215881868,46310250952
2025-01-04,5.247662991809598,4.642082589893489,5.8614334145587526,46310250952
2025-01-05,5.523752514477307,4.928368565435404,6.0950826270829985,46310250952
2025-01-06,5.799842037145016,5.208792292933852,6.401495692652504,46310250952
2025-01-07,6.075931559812721,5.5094320135452115,6.689239397545277,46310250952
2025-01-08,6.35202108248043,5.756595340919096,6.966215955191267,46310250952
2025-01-09,6.628110605148139,6.043112847626453,7.186046825892785,46310250952
2025-01-10,6.904200127815846,6.29873159420032,7.480532895208797,46310250952
2025-01-11,7.180289650483553,6.581014496690933,7.7835843075182725,46310250952
2025-01-12,7.4563791731512605,6.830440099267408,8.017880520125786,46310250952
2025-01-13,7.7324686958189695,7.162830970578612,8.316068805441763,46310250952
2025-01-14,8.008558218486677,7.414805622565819,8.594844703022016,46310250952
2025-01-15,8.284647741154386,7.703122975733948,8.856014319995538,46310250952
2025-01-16,8.560737263822093,7.981280435862308,9.142183446212359,46310250952
2025-01-17,8.836826786489802,8.20001540029914,9.445456463021836,46310250952
2025-01-18,9.112916309157509,8.54466623900236,9.721763723730694,46310250952
2025-01-19,9.389005831825216,8.773089522056608,9.967506165016957,46310250952
2025-01-20,9.665095354492925,9.043402344706186,10.240763737616357,46310250952
2024-12-31,3.4704235670414283,2.594730914401598,4.3207084903057575,46310280482
2025-01-01,3.439880888497841,2.6377219803575676,4.322318529127596,46310280482
2025-01-02,3.4093382099542535,2.5109933361479397,4.252673610859234,46310280482
2025-01-03,3.378795531410666,2.5532464532394723,4.196297564630303,46310280482
2025-01-04,3.3482528528670787,2.5171818354128503,4.163756325765066,46310280482
2025-01-05,3.317710174323491,2.542710600642911,4.182136365183091,46310280482
2025-01-06,3.2871674957799035,2.488769463885004,4.190599922773638,46310280482
2025-01-07,3.256624817236316,2.3995596191019652,4.088824183154371,46310280482
2025-01-08,3.2260821386927288,2.3470166767898637,4.0871907835159975,46310280482
2025-01-09,3.195539460149141,2.3323767532132194,4.137436563456911,46310280482
2025-01-10,3.1649967816055535,2.245585298453971,3.9695723692706633,46310280482
2025-01-11,3.134454103061966,2.279146080905689,3.987114364621316,46310280482
2025-01-12,3.1039114245183788,2.2511146578351906,3.995091086770231,46310280482
2025-01-13,3.073368745974791,2.223795954090712,3.9001012145535054,46310280482
2025-01-14,3.0428260674312035,2.177340555271592,3.8651036364488784,46310280482
2025-01-15,3.012283388887616,2.1756879079540634,3.8612676223010944,46310280482
2025-01-16,2.9817407103440283,2.14039409067052,3.8179783282757853,46310280482
2025-01-17,2.951198031800441,2.0865890470971804,3.804465000244456,46310280482
2025-01-18,2.9206553532568535,2.0779528331299355,3.783791564164743,46310280482
2025-01-19,2.890112674713266,2.064597636343326,3.7061683538479637,46310280482
2025-01-20,2.8595699961696788,1.979222541439979,3.6368695143401233,46310280482
2025-01-21,2.829027317626091,2.010786851171111,3.681444504880868,46310280482
2025-01-22,2.7984846390825036,1.9564084258341323,3.6581490844704785,46310280482
2025-01-23,2.7679419605389164,1.9238934467110504,3.590268754073561,46310280482
2025-01-24,2.7373992819953283,1.944216007418509,3.631279712625078,46310280482
2025-01-25,2.706856603451741,1.91650113122267,3.5984912505434714,46310280482
2025-01-26,2.6763139249081536,1.8105342516859837,3.4789318133494906,46310280482
2025-01-27,2.645771246364566,1.8313968777157263,3.476744517166941,46310280482
2024-12-24,7.141182638575681,5.650014125499151,8.679268972397377,46310291987
2024-12-25,7.282493971835659,5.777059872586789,8.767166770170267,46310291987
2024-12-26,7.423805305095636,5.900154712505125,8.920658799293317,46310291987
2024-12-27,7.565116638355613,5.96775509462052,9.116435067966968,46310291987
2024-12-28,7.706427971615591,6.224080838889525,9.170492232561609,46310291987
2024-12-29,7.847739304875568,6.282008735712539,9.375964113585313,46310291987
2024-12-30,7.989050638135545,6.408166642853719,9.616745854708741,46310291987
2024-12-31,8.130361971395523,6.5686570547421,9.852530367076488,46310291987
2025-01-01,8.2716733046555,6.733927119722111,9.809685699389403,46310291987
2025-01-02,8.412984637915478,6.86185712845588,10.088921244072644,46310291987
2025-01-03,8.554295971175456,6.992215983762017,10.090940567389172,46310291987
2025-01-04,8.695607304435434,7.213527128466512,10.283774677648891,46310291987
2025-01-05,8.836918637695412,7.268302722200829,10.375800351732941,46310291987
2025-01-06,8.97822997095539,7.43160385731475,10.543435748108818,46310291987
2025-01-07,9.119541304215364,7.596761483454514,10.61009580677384,46310291987
2025-01-08,9.260852637475342,7.775475661269186,10.834257250241757,46310291987
2025-01-09,9.402163970735321,7.914813468493075,10.996779299379655,46310291987
2025-01-10,9.543475303995299,7.944212311634996,11.088977982389116,46310291987
2025-01-11,9.684786637255275,8.09868280123653,11.209893510816427,46310291987
2025-01-12,9.826097970515253,8.206614714314705,11.211131236721277,46310291987
2025-01-13,9.96740930377523,8.36247573478956,11.445539599501252,46310291987
2025-01-14,10.108720637035209,8.660039903553534,11.689794639127737,46310291987
2025-01-15,10.250031970295186,8.743902180343317,11.838762283632171,46310291987
2025-01-16,10.39134330355516,8.884200338608045,11.958485861151553,46310291987
2025-01-17,10.532654636815142,9.04002512781571,12.02852772974796,46310291987
2025-01-18,10.67396597007512,9.111730853409437,12.223643953279995,46310291987
2025-01-19,10.815277303335094,9.348868047537351,12.38585673947297,46310291987
2025-01-20,10.956588636595074,9.510391230045052,12.546819579498687,46310291987
2025-02-11,4.472157862741054,3.2887444340959995,5.813558843212768,46310334441
2025-02-12,4.5806841485110645,3.3873072314350936,5.893025040839156,46310334441
2025-02-13,4.689210434281078,3.445558887964341,6.115979726977953,46310334441
2025-02-14,4.797736720051089,3.423640964343391,6.094908898996168,46310334441
2025-02-15,4.906263005821102,3.5086810175327736,6.148011905761192,46310334441
2025-02-16,5.0147892915911125,3.640696033907193,6.2630134482878175,46310334441
2025-02-17,5.123315577361126,3.8249786685018963,6.348017506151498,46310334441
2025-02-18,5.231841863131137,3.9062291902310102,6.523145646095367,46310334441
2025-02-19,5.34036814890115,4.037705400777186,6.7080234321882415,46310334441
2025-02-20,5.4488944346711605,4.160386920734802,6.764140357266996,46310334441
2025-02-21,5.557420720441174,4.251532609711048,6.799616023348922,46310334441
2025-02-22,5.665947006211185,4.4037113301019,6.953019304692203,46310334441
2025-02-23,5.774473291981197,4.561934930672574,7.007894589247377,46310334441
2025-02-24,5.8829995777512085,4.595393630625129,7.1254817911977595,46310334441
2025-02-25,5.99152586352122,4.672239156881408,7.26029968949961,46310334441
2025-02-26,6.100052149291233,4.894950102760948,7.446186900040214,46310334441
2025-02-27,6.208578435061245,4.939010292576864,7.526544007423205,46310334441
2025-02-28,6.3171047208312565,5.077866849494297,7.6159603538257175,46310334441
2025-03-01,6.425631006601268,5.185118606527812,7.830068579940584,46310334441
2025-03-02,6.534157292371281,5.186434536223159,7.894545534956909,46310334441
2025-03-03,6.642683578141293,5.4237544723308675,7.849786940917884,46310334441
2025-03-04,6.7512098639113045,5.3297658965794135,7.987117130776056,46310334441
2025-03-05,6.859736149681316,5.5491482131417875,8.200699442662932,46310334441
2025-03-06,6.968262435451328,5.704710781423464,8.252272148505968,46310334441
2025-03-07,7.076788721221341,5.854247815745039,8.369660990780424,46310334441
2025-03-08,7.1853150069913525,5.9216168632997475,8.440741195907531,46310334441
2025-03-09,7.293841292761364,6.0190332882482505,8.429813175908746,46310334441
2025-03-10,7.402367578531376,6.0371825511802255,8.705775461234223,46310334441
2025-03-04,1.0196203986106376,-0.7806113942082565,2.819840481981917,4636511797
2025-03-05,1.1959823024630332,-0.6638106055505433,2.9108933237534425,4636511797
2025-03-06,1.3723442063154323,-0.26409939407215627,3.1264913258715623,4636511797
2025-03-07,1.5487061101678279,-0.18316876165476187,3.142887021052234,4636511797
2025-03-08,1.7250680140202235,-0.1593309120924998,3.450650111874708,4636511797
2025-03-09,1.901429917872619,0.3043274229268067,3.7608180073449504,4636511797
2025-03-10,2.0777918217250164,0.3901888817730969,3.778617109490311,4636511797
2025-03-11,2.254153725577414,0.5430208308833594,4.054981820434052,4636511797
2025-03-12,2.4305156294298094,0.662911316308845,4.260004647153049,4636511797
2025-03-13,2.6068775332822085,0.8893138668474578,4.585515868627717,4636511797
2025-03-14,2.783239437134604,1.1636746673181677,4.459132221879841,4636511797
2025-03-15,2.9596013409869997,1.072190915681582,4.609793818907214,4636511797
2025-03-16,3.1359632448393953,1.4877614222293223,4.785144848182049,4636511797
2025-03-17,3.3123251486917944,1.6077553407832856,4.971578650909034,4636511797
2025-03-18,3.48868705254419,1.77132215360096,5.307644802241089,4636511797
2025-03-19,3.6650489563965856,2.0036999554401023,5.292047701413471,4636511797
2025-03-20,3.841410860248981,2.220319737804256,5.51582597975666,4636511797
2025-03-21,4.017772764101377,2.339875347946671,5.768180407300443,4636511797
2025-03-22,4.194134667953776,2.536321765589925,5.92760408008357,4636511797
2025-03-23,4.3704965718061715,2.662203421699409,6.029584502673008,4636511797
2025-03-24,4.546858475658567,2.8489253291877326,6.2666100030413245,4636511797
2025-03-25,4.723220379510963,2.987524445593176,6.454791885872477,4636511797
2025-03-26,4.899582283363362,3.127352287973817,6.5834931949147295,4636511797
2025-03-27,5.075944187215761,3.275640865445558,6.817284480054401,4636511797
2025-03-28,5.2523060910681565,3.4872271002711708,6.8562290297923525,4636511797
2025-03-29,5.428667994920552,3.715872881178275,7.10592061485166,4636511797
2025-03-30,5.605029898772948,3.850317247417541,7.213099907076554,4636511797
2025-03-31,5.781391802625343,4.043002127641142,7.483370323917099,4636511797
2025-03-04,3.722807768805106,2.857165284061429,4.640726743535622,46365131910
2025-03-05,3.8665997687919766,2.9830000391625,4.697728464915025,46365131910
2025-03-06,4.010391768778851,3.0962452521236465,4.9054591201530275,46365131910
2025-03-07,4.154183768765723,3.2450345346928287,5.13403957703366,46365131910
2025-03-08,4.297975768752595,3.382653942487913,5.310576655107502,46365131910
2025-03-09,4.441767768739467,3.516609191225334,5.339723284124669,46365131910
2025-03-10,4.585559768726341,3.6948859047278164,5.528068509862374,46365131910
2025-03-11,4.729351768713213,3.7967134908497675,5.695342999267346,46365131910
2025-03-12,4.873143768700086,3.9046648927493015,5.811289678206576,46365131910
2025-03-13,5.016935768686958,4.106196360921803,5.906910956472818,46365131910
2025-03-14,5.160727768673832,4.285958510228276,6.071417539865661,46365131910
2025-03-15,5.304519768660704,4.419394660059937,6.193766756776287,46365131910
2025-03-16,5.448311768647576,4.492918762599295,6.311567002823397,46365131910
2025-03-17,5.592103768634448,4.674926311872895,6.55592003099327,46365131910
2025-03-18,5.735895768621319,4.763669690189568,6.664826526576028,46365131910
2025-03-19,5.8796877686081945,4.918065093075596,6.837421032918125,46365131910
2025-03-20,6.023479768595067,5.146627991838153,6.953970127180213,46365131910
2025-03-21,6.167271768581937,5.285471300085255,7.1326977952426045,46365131910
2025-03-22,6.311063768568809,5.415304298856632,7.234675198144016,46365131910
2025-03-23,6.454855768555685,5.473832630328275,7.416291521295044,46365131910
2025-03-24,6.5986477685425555,5.621194451470215,7.548224898385535,46365131910
2025-03-25,6.742439768529428,5.75222387935133,7.69938437758988,46365131910
2025-03-26,6.8862317685163,5.9099637053108625,7.81183446402639,46365131910
2025-03-27,7.030023768503172,6.158587490520986,7.960663441705378,46365131910
2025-03-28,7.173815768490046,6.253462111983736,8.156438993287649,46365131910
2025-03-29,7.317607768476918,6.4489314854138,8.280315228811242,46365131910
2025-03-30,7.4613997684637905,6.513096804133477,8.359226576425872,46365131910
2025-03-31,7.6051917684506645,6.639184550377069,8.50004335611797,46365131910
2025-02-25,1.0,0.9999999986902279,1.0000000012442072,46381587960
2025-02-26,1.0,0.9999999987432505,1.0000000012720256,46381587960
2025-02-27,1.0,0.9999999987629564,1.0000000013428938,46381587960
2025-02-28,1.0,0.9999999986472637,1.0000000013803692,46381587960
2025-03-01,1.0,0.9999999986801372,1.0000000012690764,46381587960
2025-03-02,1.0,0.9999999987162701,1.0000000012470214,46381587960
2025-03-03,1.0,0.9999999987521062,1.0000000013934878,46381587960
2025-03-04,1.0,0.9999999986822595,1.00000000137393,46381587960
2025-03-05,1.0,0.9999999987013759,1.0000000013762274,46381587960
2025-03-06,1.0,0.9999999986408274,1.000000001255298,46381587960
2025-03-07,1.0,0.9999999986223266,1.0000000013522146,46381587960
2025-03-08,1.0,0.9999999986769983,1.000000001292179,46381587960
2025-03-09,1.0,0.9999999986015641,1.000000001378459,46381587960
2025-03-10,1.0,0.9999999985641029,1.000000001409745,46381587960
2025-03-11,1.0,0.9999999986030251,1.0000000013922805,46381587960
2025-03-12,1.0,0.9999999986812768,1.0000000014098416,46381587960
2025-03-13,1.0,0.9999999986507773,1.0000000014544355,46381587960
2025-03-14,1.0,0.9999999984999158,1.0000000015242345,46381587960
2025-03-15,1.0,0.9999999985738828,1.000000001440178,46381587960
2025-03-16,1.0,0.9999999985625266,1.0000000015484976,46381587960
2025-03-17,1.0,0.9999999986129675,1.000000001613834,46381587960
2025-03-18,1.0,0.9999999985599228,1.0000000016146031,46381587960
2025-03-19,1.0,0.9999999984875505,1.0000000015808106,46381587960
2025-03-20,1.0,0.9999999985164187,1.0000000016544934,46381587960
2025-03-21,1.0,0.9999999984743534,1.0000000017080262,46381587960
2025-03-22,1.0,0.9999999983538459,1.0000000016242134,46381587960
2025-03-23,1.0,0.9999999983898428,1.0000000016440842,46381587960
2025-03-24,1.0,0.999999998297085,1.0000000017129034,46381587960
2025-02-11,1.53075944979735,0.17682089304037102,2.9113721426529593,44400044666
2025-02-12,1.5376061232807385,0.10241350759808951,2.9751788957060903,44400044666
2025-02-13,1.5444527967641268,0.06361141203709059,3.045878820217757,44400044666
2025-02-14,1.5512994702475154,0.13898593661429282,2.9687031823751875,44400044666
2025-02-15,1.5581461437309039,0.10405631254618562,2.973239892359039,44400044666
2025-02-16,1.5649928172142924,0.20694082308665254,2.9799271227059903,44400044666
2025-02-17,1.5718394906976807,0.20860712490805328,3.0174599760215433,44400044666
2025-02-18,1.5786861641810692,0.12688220043464823,2.979879317554825,44400044666
2025-02-19,1.5855328376644577,0.20345535136180187,2.950996099330394,44400044666
2025-02-20,1.592379511147846,0.33564029610968416,2.9647370209582387,44400044666
2025-02-21,1.5992261846312343,0.2722329088419622,2.9163699347798184,44400044666
2025-02-22,1.6060728581146229,0.2772862458191934,3.0515284737784714,44400044666
2025-02-23,1.6129195315980116,0.2605696042320817,3.0121542754166324,44400044666
2025-02-24,1.6197662050813997,0.09261348383469796,2.956919187521783,44400044666
2025-02-25,1.6266128785647884,0.19681170462820388,2.9117979090318964,44400044666
2025-02-26,1.633459552048177,0.20809640610487853,3.0513036463900547,44400044666
2025-02-27,1.6403062255315652,0.27785376251156685,3.0028966757235036,44400044666
2025-02-28,1.6471528990149535,0.21888614998428335,3.0465706876704584,44400044666
2025-03-01,1.653999572498342,0.36114110590303117,3.0723904099124844,44400044666
2025-03-02,1.6608462459817306,0.19508801454835195,2.950674786868921,44400044666
2025-03-03,1.6676929194651189,0.15616144071817153,2.992798769598377,44400044666
2025-03-04,1.6745395929485076,0.3217718568148543,2.972721128970225,44400044666
2025-03-05,1.6813862664318957,0.30885064445842597,3.0186912644336377,44400044666
2025-03-06,1.6882329399152844,0.4252347591678592,3.10761277550131,44400044666
2025-03-07,1.6950796133986727,0.326337691762766,3.0094856577338667,44400044666
2025-03-08,1.7019262868820613,0.3675083251068585,3.1238215277730457,44400044666
2025-03-09,1.7087729603654498,0.1785355952358673,3.16782724031138,44400044666
2025-03-10,1.715619633848838,0.2770649024273334,3.067508573553254,44400044666
2025-02-11,6.685842542028148,4.886390164214352,8.53465209560246,44400044979
2025-02-12,7.211804991079582,5.409693890080166,8.937140364475226,44400044979
2025-02-13,7.737767440131009,5.794862545032033,9.680255501682582,44400044979
2025-02-14,8.263729889182443,6.46162922610692,10.157360587829046,44400044979
2025-02-15,8.78969233823387,6.896022512797417,10.82872170582615,44400044979
2025-02-16,9.315654787285304,7.38295032948247,11.161908701330852,44400044979
2025-02-17,9.841617236336731,8.020412267351407,11.774839107216165,44400044979
2025-02-18,10.367579685388165,8.599154747102679,12.294294649075404,44400044979
2025-02-19,10.893542134439592,8.950696263587021,12.63713376872543,44400044979
2025-02-20,11.419504583491019,9.621685823489807,13.251078778305981,44400044979
2025-02-21,11.945467032542453,10.074725311138627,13.773961945416099,44400044979
2025-02-22,12.47142948159388,10.717131571964305,14.324801569200437,44400044979
2025-02-23,12.997391930645314,11.051043456137469,14.907846825285418,44400044979
2025-02-24,13.523354379696741,11.664499178784887,15.346008272141498,44400044979
